id,plant_id,timestep,discharge,spill,bypass,controlled_inflow,controlled_outflow,volume_res
163,49906,20,0.0,0.0,0.0,80.2068302068302,0.0,184715.22596052926
164,49906,21,0.0,0.0,0.0,0.0,0.0,184715.22596052926
165,49906,22,0.0,0.0,0.0,13.04,0.0,184728.26596052927
166,49906,23,0.0,0.0,0.0,80.2068302068302,0.0,184808.4727907361
167,49906,24,0.0,0.0,0.0,0.0,0.0,184808.4727907361
168,49907,1,0.0,0.0,0.0,0.0,0.0,0.0
169,49907,2,0.0,0.0,0.0,0.0,0.0,0.0
170,49907,3,0.0,0.0,0.0,0.0,0.0,0.0
171,49907,4,0.0,0.0,0.0,0.0,0.0,0.0
172,49907,5,0.0,0.0,0.0,0.0,0.0,0.0
173,49907,6,0.0,0.0,0.0,0.0,0.0,0.0
174,49907,7,6.640000000000214,0.0,0.0,6.640000000000214,6.640000000000214,0.0
175,49907,8,0.0,0.0,0.0,0.0,0.0,0.0
176,49907,9,0.0,0.0,0.0,0.0,0.0,0.0
177,49907,10,82.78,0.0,0.0,82.78,82.78,0.0
178,49907,11,82.78,0.0,0.0,82.78,82.78,0.0
179,49907,12,82.78,0.0,0.0,82.78,82.78,0.0
180,49907,13,82.78,0.0,0.0,82.78,82.78,0.0
181,49907,14,82.78,0.0,0.0,82.78,82.78,0.0
182,49907,15,82.78,0.0,0.0,82.78,82.78,0.0
183,49907,16,82.78,0.0,0.0,82.78,82.78,0.0
184,49907,17,82.78,0.0,0.0,82.78,82.78,0.0
185,49907,18,82.78,0.0,0.0,82.78,82.78,0.0
186,49907,19,0.0,0.0,0.0,0.0,0.0,0.0
187,49907,20,82.78,0.0,0.0,82.78,82.78,0.0
188,49907,21,82.78,0.0,0.0,82.78,82.78,0.0
189,49907,22,0.0,0.0,0.0,0.0,0.0,0.0
190,49907,23,82.78,0.0,0.0,82.78,82.78,0.0
191,49907,24,0.0,0.0,0.0,0.0,0.0,0.0
192,49908,1,0.0,0.0,0.0,0.0,0.0,9350.0
193,49908,2,0.0,0.0,0.0,0.0,0.0,9350.0
194,49908,3,0.0,0.0,0.0,0.0,0.0,9350.0
195,49908,4,0.0,0.0,0.0,0.0,0.0,9350.0
196,49908,5,0.0,0.0,0.0,0.0,0.0,9350.0
197,49908,6,0.0,0.0,0.0,0.0,0.0,9350.0
198,49908,7,0.0,0.0,0.0,0.0,0.0,9350.0
199,49908,8,0.0,0.0,0.0,0.0,0.0,9350.0
200,49908,9,0.0,0.0,0.0,0.0,0.0,9350.0
201,49908,10,0.0,0.0,0.0,0.0,0.0,9350.0
202,49908,11,0.0,0.0,0.0,0.0,0.0,9350.0
203,49908,12,0.0,0.0,0.0,0.0,0.0,9350.0
204,49908,13,0.0,0.0,0.0,0.0,0.0,9350.0
205,49908,14,0.0,0.0,0.0,0.0,0.0,9350.0
206,49908,15,10.0,9340.0,0.0,0.0,9350.0,0.0
207,49908,16,0.0,0.0,0.0,0.0,0.0,0.0
208,49908,17,0.0,0.0,0.0,0.0,0.0,0.0
209,49908,18,0.0,0.0,0.0,0.0,0.0,0.0
210,49908,19,0.0,0.0,0.0,0.0,0.0,0.0
211,49908,20,0.0,0.0,0.0,0.0,0.0,0.0
212,49908,21,0.0,0.0,0.0,0.0,0.0,0.0
213,49908,22,0.0,0.0,0.0,0.0,0.0,0.0
214,49908,23,0.0,0.0,0.0,0.0,0.0,0.0
215,49908,24,0.0,0.0,0.0,0.0,0.0,0.0
216,49911,1,0.0,0.0,0.0,0.0,0.0,18500.0
217,49911,2,0.0,0.0,0.0,0.0,0.0,18500.0
218,49911,3,0.0,0.0,0.0,-3.183231456205249e-12,0.0,18499.999999999996
219,49911,4,0.0,0.0,0.0,0.0,0.0,18499.999999999996
220,49911,5,0.0,0.0,0.0,0.0,0.0,18499.999999999996
221,49911,6,0.0,0.0,0.0,0.0,0.0,18499.999999999996
222,49911,7,0.0,0.0,0.0,8.0,0.0,18507.999999999996
223,49911,8,13.04,0.0,0.0,3008.000000000003,13.04,21502.96
224,49911,9,0.0,0.0,0.0,0.0,0.0,21502.96
225,49911,10,0.0,0.0,0.0,8.0,0.0,21510.96
226,49911,11,13.04,0.0,0.0,8.0,13.04,21505.92
227,49911,12,0.0,0.0,0.0,8.0,0.0,21513.92
228,49911,13,13.04,0.0,0.0,8.0,13.04,21508.879999999997
229,49911,14,0.0,0.0,0.0,8.0,0.0,21516.879999999997
230,49911,15,13.04,0.0,0.0,8.0,13.04,21511.839999999997
231,49911,16,13.04,0.0,0.0,8.0,13.04,21506.799999999996
232,49911,17,11.327193821364332,0.0,0.0,8.0,11.327193821364332,21503.47280617863
233,49911,18,13.04,0.0,0.0,8.0,13.04,21498.43280617863
234,49911,19,0.0,0.0,0.0,8.0,0.0,21506.43280617863
235,49911,20,0.0,0.0,0.0,8.0,0.0,21514.43280617863
236,49911,21,0.0,0.0,0.0,8.0,0.0,21522.43280617863
237,49911,22,13.04,0.0,0.0,8.0,13.04,21517.39280617863
238,49911,23,0.0,0.0,0.0,8.0,0.0,21525.39280617863
239,49911,24,0.0,0.0,0.0,0.0,0.0,21525.39280617863
240,49912,1,0.0,0.0,0.0,0.0,0.0,32500.0
241,49912,2,0.0,0.0,0.0,0.0,0.0,32500.0
242,49912,3,0.0,0.0,0.0,0.0,0.0,32500.0
243,49912,4,0.0,0.0,0.0,0.0,0.0,32500.0
244,49912,5,0.0,0.0,0.0,0.0,0.0,32500.0
245,49912,6,0.0,0.0,0.0,0.0,0.0,32500.0
246,49912,7,8.0,0.0,0.0,0.0,8.0,32492.0
247,49912,8,8.0,0.0,0.0,0.0,8.0,32484.0
248,49912,9,0.0,0.0,0.0,0.0,0.0,32484.0
249,49912,10,8.0,0.0,0.0,0.0,8.0,32476.0
250,49912,11,8.0,0.0,0.0,0.0,8.0,32468.0
251,49912,12,8.0,0.0,0.0,0.0,8.0,32460.0
252,49912,13,8.0,0.0,0.0,0.0,8.0,32452.0
253,49912,14,8.0,0.0,0.0,0.0,8.0,32444.0
254,49912,15,8.0,0.0,0.0,0.0,8.0,32436.0
255,49912,16,8.0,0.0,0.0,0.0,8.0,32428.0
256,49912,17,8.0,0.0,0.0,0.0,8.0,32420.0
257,49912,18,8.0,0.0,0.0,0.0,8.0,32412.0
258,49912,19,8.0,0.0,0.0,0.0,8.0,32404.0
259,49912,20,8.0,0.0,0.0,0.0,8.0,32396.0
260,49912,21,8.0,0.0,0.0,0.0,8.0,32388.0
261,49912,22,8.0,0.0,0.0,0.0,8.0,32380.0
262,49912,23,8.0,0.0,0.0,0.0,8.0,32372.0
263,49912,24,0.0,0.0,0.0,0.0,0.0,32372.0
264,49913,1,0.0,0.0,0.0,0.0,0.0,0.0
265,49913,2,0.0,0.0,0.0,0.0,0.0,0.0
266,49913,3,0.0,0.0,0.0,0.0,0.0,0.0
267,49913,4,0.0,0.0,0.0,0.0,0.0,0.0
268,49913,5,0.0,0.0,0.0,0.0,0.0,0.0
269,49913,6,0.0,0.0,0.0,0.0,0.0,0.0
270,49913,7,0.0,0.0,0.0,0.0,0.0,0.0
271,49913,8,0.0,0.0,0.0,0.0,0.0,0.0
272,49913,9,0.0,0.0,0.0,0.0,0.0,0.0
273,49913,10,0.0,0.0,0.0,0.0,0.0,0.0
274,49913,11,0.0,0.0,0.0,0.0,0.0,0.0
275,49913,12,0.0,0.0,0.0,0.0,0.0,0.0
276,49913,13,0.0,0.0,0.0,0.0,0.0,0.0
277,49913,14,0.0,0.0,0.0,0.0,0.0,0.0
278,49913,15,0.0,0.0,0.0,0.0,0.0,0.0
279,49913,16,0.0,0.0,0.0,0.0,0.0,0.0
280,49913,17,0.0,0.0,0.0,0.0,0.0,0.0
281,49913,18,0.0,0.0,0.0,0.0,0.0,0.0
282,49913,19,0.0,0.0,0.0,0.0,0.0,0.0
283,49913,20,0.0,0.0,0.0,0.0,0.0,0.0
284,49913,21,0.0,0.0,0.0,0.0,0.0,0.0
285,49913,22,0.0,0.0,0.0,0.0,0.0,0.0
286,49913,23,0.0,0.0,0.0,0.0,0.0,0.0
287,49913,24,0.0,0.0,0.0,0.0,0.0,0.0
288,49914,1,0.0,0.0,0.0,0.0,0.0,0.0
289,49914,2,0.0,0.0,0.0,0.0,0.0,0.0
290,49914,3,0.0,0.0,0.0,0.0,0.0,0.0
291,49914,4,0.0,0.0,0.0,0.0,0.0,0.0
292,49914,5,0.0,0.0,0.0,0.0,0.0,0.0
293,49914,6,0.0,0.0,0.0,0.0,0.0,0.0
294,49914,7,0.0,0.0,0.0,0.0,0.0,0.0
295,49914,8,0.0,0.0,0.0,0.0,0.0,0.0
296,49914,9,0.0,0.0,0.0,0.0,0.0,0.0
297,49914,10,0.0,0.0,0.0,0.0,0.0,0.0
298,49914,11,0.0,0.0,0.0,0.0,0.0,0.0
299,49914,12,0.0,0.0,0.0,0.0,0.0,0.0
300,49914,13,0.0,0.0,0.0,0.0,0.0,0.0
301,49914,14,0.0,0.0,0.0,0.0,0.0,0.0
302,49914,15,0.0,0.0,0.0,0.0,0.0,0.0
303,49914,16,0.0,0.0,0.0,0.0,0.0,0.0
304,49914,17,0.0,0.0,0.0,0.0,0.0,0.0
305,49914,18,0.0,0.0,0.0,0.0,0.0,0.0
306,49914,19,0.0,0.0,0.0,0.0,0.0,0.0
307,49914,20,0.0,0.0,0.0,0.0,0.0,0.0
308,49914,21,0.0,0.0,0.0,0.0,0.0,0.0
309,49914,22,0.0,0.0,0.0,0.0,0.0,0.0
310,49914,23,0.0,0.0,0.0,0.0,0.0,0.0
311,49914,24,0.0,0.0,0.0,0.0,0.0,0.0
312,49915,1,0.0,0.0,0.0,0.0,0.0,3000.0
313,49915,2,0.0,0.0,0.0,0.0,0.0,3000.0
314,49915,3,-3.183231456205249e-12,0.0,0.0,0.0,-3.183231456205249e-12,3000.000000000003
315,49915,4,0.0,0.0,0.0,0.0,0.0,3000.000000000003
316,49915,5,0.0,0.0,0.0,0.0,0.0,3000.000000000003
317,49915,6,0.0,0.0,0.0,0.0,0.0,3000.000000000003
318,49915,7,0.0,0.0,0.0,0.0,0.0,3000.000000000003
319,49915,8,13.0,2987.000000000003,0.0,0.0,3000.000000000003,0.0
320,49915,9,0.0,0.0,0.0,0.0,0.0,0.0
321,49915,10,0.0,0.0,0.0,0.0,0.0,0.0
322,49915,11,0.0,0.0,0.0,0.0,0.0,0.0
323,49915,12,0.0,0.0,0.0,0.0,0.0,0.0
324,49915,13,0.0,0.0,0.0,0.0,0.0,0.0
325,49915,14,0.0,0.0,0.0,0.0,0.0,0.0
326,49915,15,0.0,0.0,0.0,0.0,0.0,0.0
327,49915,16,0.0,0.0,0.0,0.0,0.0,0.0
328,49915,17,0.0,0.0,0.0,0.0,0.0,0.0
329,49915,18,0.0,0.0,0.0,0.0,0.0,0.0
330,49915,19,0.0,0.0,0.0,0.0,0.0,0.0
331,49915,20,0.0,0.0,0.0,0.0,0.0,0.0
332,49915,21,0.0,0.0,0.0,0.0,0.0,0.0
333,49915,22,0.0,0.0,0.0,0.0,0.0,0.0
334,49915,23,0.0,0.0,0.0,0.0,0.0,0.0
335,49915,24,0.0,0.0,0.0,0.0,0.0,0.0
336,49920,1,0.0,0.0,0.0,0.0,0.0,2000.0
337,49920,2,0.0,0.0,0.0,0.0,0.0,2000.0
338,49920,3,0.0,0.0,0.0,0.0,0.0,2000.0
339,49920,4,0.0,0.0,0.0,0.0,0.0,2000.0
340,49920,5,0.0,0.0,0.0,0.0,0.0,2000.0
341,49920,6,0.0,0.0,0.0,0.0,0.0,2000.0
342,49920,7,0.0,0.0,0.0,0.0,0.0,2000.0
343,49920,8,80.2068302068302,0.0,0.0,0.0,80.2068302068302,1919.79316979317
344,49920,9,0.0,0.0,0.0,0.0,0.0,1919.79316979317
345,49920,10,80.2068302068302,0.0,0.0,102.12,80.2068302068302,1941.7063395863397
346,49920,11,80.2068302068302,0.0,0.0,102.12,80.2068302068302,1963.6195093795095
347,49920,12,80.2068302068302,0.0,0.0,102.12,80.2068302068302,1985.5326791726793
348,49920,13,80.2068302068302,0.0,0.0,102.12,80.2068302068302,2007.445848965849
349,49920,14,0.0,0.0,0.0,102.12,0.0,2109.565848965849
350,49920,15,80.2068302068302,0.0,0.0,102.12,80.2068302068302,2131.479018759019
351,49920,16,80.2068302068302,0.0,0.0,102.12,80.2068302068302,2153.3921885521886
352,49920,17,0.0,0.0,0.0,102.12,0.0,2255.5121885521885
353,49920,18,80.2068302068302,0.0,0.0,102.12,80.2068302068302,2277.4253583453583
354,49920,19,80.2068302068302,0.0,0.0,0.0,80.2068302068302,2197.218528138528
355,49920,20,80.2068302068302,0.0,0.0,102.12,80.2068302068302,2219.131697931698
356,49920,21,0.0,0.0,0.0,102.12,0.0,2321.251697931698
357,49920,22,0.0,0.0,0.0,0.0,0.0,2321.251697931698
358,49920,23,80.2068302068302,0.0,0.0,0.0,80.2068302068302,2241.044867724868
359,49920,24,0.0,0.0,0.0,0.0,0.0,2241.044867724868
360,49921,1,0.0,0.0,0.0,0.0,0.0,0.0
361,49921,2,0.0,0.0,0.0,0.0,0.0,0.0
362,49921,3,0.0,0.0,0.0,0.0,0.0,0.0
363,49921,4,0.0,0.0,0.0,0.0,0.0,0.0
364,49921,5,0.0,0.0,0.0,0.0,0.0,0.0
365,49921,6,0.0,0.0,0.0,0.0,0.0,0.0
366,49921,7,0.0,0.0,0.0,0.0,0.0,0.0
367,49921,8,0.0,0.0,0.0,0.0,0.0,0.0
368,49921,9,0.0,0.0,0.0,0.0,0.0,0.0
369,49921,10,0.0,0.0,0.0,0.0,0.0,0.0
370,49921,11,0.0,0.0,0.0,0.0,0.0,0.0
371,49921,12,0.0,0.0,0.0,0.0,0.0,0.0
372,49921,13,0.0,0.0,0.0,0.0,0.0,0.0
373,49921,14,0.0,0.0,0.0,0.0,0.0,0.0
374,49921,15,0.0,0.0,0.0,0.0,0.0,0.0
375,49921,16,0.0,0.0,0.0,0.0,0.0,0.0
376,49921,17,0.0,0.0,0.0,0.0,0.0,0.0
377,49921,18,0.0,0.0,0.0,0.0,0.0,0.0
378,49921,19,0.0,0.0,0.0,0.0,0.0,0.0
379,49921,20,0.0,0.0,0.0,0.0,0.0,0.0
380,49921,21,0.0,0.0,0.0,0.0,0.0,0.0
381,49921,22,0.0,0.0,0.0,0.0,0.0,0.0
382,49921,23,0.0,0.0,0.0,0.0,0.0,0.0
383,49921,24,0.0,0.0,0.0,0.0,0.0,0.0
384,49922,1,0.0,0.0,0.0,0.0,0.0,500.0
385,49922,2,0.0,0.0,0.0,0.0,0.0,500.0
386,49922,3,0.0,0.0,0.0,0.0,0.0,500.0
387,49922,4,0.0,0.0,0.0,0.0,0.0,500.0
388,49922,5,0.0,0.0,0.0,0.0,0.0,500.0
389,49922,6,0.0,0.0,0.0,0.0,0.0,500.0
390,49922,7,0.0,0.0,0.0,12.828790182739795,0.0,512.8287901827398
391,49922,8,0.0,0.0,0.0,16.53012404961987,0.0,529.3589142323597
392,49922,9,0.0,0.0,0.0,24.17753768173941,0.0,553.5364519140991
393,49922,10,102.12,0.0,0.0,67.99565663976023,102.12,519.4121085538593
394,49922,11,102.12,0.0,0.0,78.37893939393939,102.12,495.6710479477987
395,49922,12,102.12,0.0,0.0,46.62926496524534,102.12,440.180312913044
396,49922,13,102.12,0.0,0.0,73.9248422668731,102.12,411.9851551799171
397,49922,14,102.12,0.0,0.0,78.37893939393939,102.12,388.2440945738565
398,49922,15,102.12,0.0,0.0,78.37893939393939,102.12,364.5030339677959
399,49922,16,102.12,0.0,0.0,78.37893939393939,102.12,340.7619733617353
400,49922,17,102.12,0.0,0.0,78.37893939393939,102.12,317.02091275567466
401,49922,18,102.12,0.0,0.0,73.83071877235744,102.12,288.7316315280321
402,49922,19,0.0,0.0,0.0,34.62867421042489,0.0,323.360305738457
403,49922,20,102.12,0.0,0.0,22.885123200795476,102.12,244.12542893925246
404,49922,21,102.12,0.0,0.0,59.005807474504934,102.12,201.0112364137574
405,49922,22,0.0,0.0,0.0,42.48307571513453,0.0,243.49431212889192
406,49922,23,0.0,0.0,0.0,48.66154686790543,0.0,292.15585899679735
407,49922,24,0.0,0.0,0.0,0.0,0.0,292.15585899679735
408,49923,1,0.0,0.0,0.0,0.0,0.0,0.0
409,49923,2,0.0,0.0,0.0,0.0,0.0,0.0
410,49923,3,0.0,0.0,0.0,0.0,0.0,0.0
411,49923,4,0.0,0.0,0.0,0.0,0.0,0.0
412,49923,5,0.0,0.0,0.0,0.0,0.0,0.0
413,49923,6,0.0,0.0,0.0,0.0,0.0,0.0
414,49923,7,10.06,0.0,0.0,10.06,10.06,0.0
415,49923,8,10.06,0.0,0.0,10.06,10.06,0.0
416,49923,9,0.0,0.0,0.0,0.0,0.0,0.0
417,49923,10,20.018939393939394,0.0,0.0,20.018939393939394,20.018939393939394,0.0
418,49923,11,20.018939393939394,0.0,0.0,20.018939393939394,20.018939393939394,0.0
419,49923,12,20.018939393939394,0.0,0.0,20.018939393939394,20.018939393939394,0.0
420,49923,13,20.018939393939394,0.0,0.0,20.018939393939394,20.018939393939394,0.0
