id,plant_id,timestep,area,fuel_type,production,status,startup
89,1,89,1,Thermal,0.0,0,0
90,1,90,1,Thermal,0.0,0,0
91,1,91,1,Thermal,0.0,0,0
92,1,92,1,Thermal,0.0,0,0
93,1,93,1,Thermal,0.0,0,0
94,1,94,1,Thermal,0.0,0,0
95,1,95,1,Thermal,0.0,0,0
96,1,96,1,Thermal,0.0,0,0
97,2,1,1,Thermal,0.0,0,0
98,2,2,1,Thermal,0.0,0,0
99,2,3,1,Thermal,0.0,0,0
100,2,4,1,Thermal,0.0,0,0
101,2,5,1,Thermal,0.0,0,0
102,2,6,1,Thermal,0.0,0,0
103,2,7,1,Thermal,0.0,0,0
104,2,8,1,Thermal,0.0,0,0
105,2,9,1,Thermal,0.0,0,0
106,2,10,1,Thermal,0.0,0,0
107,2,11,1,Thermal,0.0,0,0
108,2,12,1,Thermal,0.0,0,0
109,2,13,1,Thermal,0.0,0,0
110,2,14,1,Thermal,0.0,0,0
111,2,15,1,Thermal,0.0,0,0
112,2,16,1,Thermal,0.0,0,0
113,2,17,1,Thermal,0.0,0,0
114,2,18,1,Thermal,0.0,0,0
115,2,19,1,Thermal,0.0,0,0
116,2,20,1,Thermal,0.0,0,0
117,2,21,1,Thermal,0.0,0,0
118,2,22,1,Thermal,0.0,0,0
119,2,23,1,Thermal,0.0,0,0
120,2,24,1,Thermal,0.0,0,0
121,2,25,1,Thermal,0.0,0,0
122,2,26,1,Thermal,0.0,0,0
123,2,27,1,Thermal,0.0,0,0
124,2,28,1,Thermal,0.0,0,0
125,2,29,1,Thermal,0.0,0,0
126,2,30,1,Thermal,0.0,0,0
127,2,31,1,Thermal,0.0,0,0
128,2,32,1,Thermal,0.0,0,0
129,2,33,1,Thermal,0.0,0,0
130,2,34,1,Thermal,0.0,0,0
131,2,35,1,Thermal,0.0,0,0
132,2,36,1,Thermal,0.0,0,0
133,2,37,1,Thermal,0.0,0,0
134,2,38,1,Thermal,0.0,0,0
135,2,39,1,Thermal,0.0,0,0
136,2,40,1,Thermal,0.0,0,0
137,2,41,1,Thermal,0.0,0,0
138,2,42,1,Thermal,0.0,0,0
139,2,43,1,Thermal,0.0,0,0
140,2,44,1,Thermal,0.0,0,0
141,2,45,1,Thermal,0.0,0,0
142,2,46,1,Thermal,0.0,0,0
143,2,47,1,Thermal,0.0,0,0
144,2,48,1,Thermal,0.0,0,0
145,2,49,1,Thermal,0.0,0,0
146,2,50,1,Thermal,0.0,0,0
147,2,51,1,Thermal,0.0,0,0
148,2,52,1,Thermal,0.0,0,0
149,2,53,1,Thermal,0.0,0,0
150,2,54,1,Thermal,0.0,0,0
151,2,55,1,Thermal,0.0,0,0
152,2,56,1,Thermal,0.0,0,0
153,2,57,1,Thermal,0.0,0,0
154,2,58,1,Thermal,0.0,0,0
155,2,59,1,Thermal,0.0,0,0
156,2,60,1,Thermal,0.0,0,0
157,2,61,1,Thermal,0.0,0,0
158,2,62,1,Thermal,0.0,0,0
159,2,63,1,Thermal,0.0,0,0
160,2,64,1,Thermal,0.0,0,0
161,2,65,1,Thermal,0.0,0,0
162,2,66,1,Thermal,0.0,0,0
163,2,67,1,Thermal,0.0,0,0
164,2,68,1,Thermal,0.0,0,0
165,2,69,1,Thermal,0.0,0,0
166,2,70,1,Thermal,0.0,0,0
167,2,71,1,Thermal,0.0,0,0
168,2,72,1,Thermal,0.0,0,0
169,2,73,1,Thermal,0.0,0,0
170,2,74,1,Thermal,0.0,0,0
171,2,75,1,Thermal,0.0,0,0
172,2,76,1,Thermal,0.0,0,0
173,2,77,1,Thermal,0.0,0,0
174,2,78,1,Thermal,0.0,0,0
175,2,79,1,Thermal,0.0,0,0
176,2,80,1,Thermal,0.0,0,0
177,2,81,1,Thermal,0.0,0,0
178,2,82,1,Thermal,0.0,0,0
179,2,83,1,Thermal,0.0,0,0
180,2,84,1,Thermal,0.0,0,0
181,2,85,1,Thermal,0.0,0,0
182,2,86,1,Thermal,0.0,0,0
183,2,87,1,Thermal,0.0,0,0
184,2,88,1,Thermal,0.0,0,0
185,2,89,1,Thermal,0.0,0,0
186,2,90,1,Thermal,0.0,0,0
187,2,91,1,Thermal,0.0,0,0
188,2,92,1,Thermal,0.0,0,0
189,2,93,1,Thermal,0.0,0,0
190,2,94,1,Thermal,0.0,0,0
191,2,95,1,Thermal,0.0,0,0
192,2,96,1,Thermal,0.0,0,0
193,3,1,1,Thermal,0.0,0,0
194,3,2,1,Thermal,0.0,0,0
195,3,3,1,Thermal,0.0,0,0
196,3,4,1,Thermal,0.0,0,0
197,3,5,1,Thermal,0.0,0,0
198,3,6,1,Thermal,0.0,0,0
199,3,7,1,Thermal,0.0,0,0
200,3,8,1,Thermal,0.0,0,0
201,3,9,1,Thermal,0.0,0,0
202,3,10,1,Thermal,0.0,0,0
203,3,11,1,Thermal,0.0,0,0
204,3,12,1,Thermal,0.0,0,0
205,3,13,1,Thermal,40.58,1,1
206,3,14,1,Thermal,30.0,1,0
207,3,15,1,Thermal,76.0,1,0
208,3,16,1,Thermal,76.0,1,0
209,3,17,1,Thermal,30.0,1,0
210,3,18,1,Thermal,76.0,1,0
211,3,19,1,Thermal,45.95,1,0
212,3,20,1,Thermal,76.0,1,0
213,3,21,1,Thermal,61.87,1,0
214,3,22,1,Thermal,40.12,1,0
215,3,23,1,Thermal,76.0,1,0
216,3,24,1,Thermal,76.0,1,0
217,3,25,1,Thermal,76.0,1,0
218,3,26,1,Thermal,76.0,1,0
219,3,27,1,Thermal,76.0,1,0
220,3,28,1,Thermal,76.0,1,0
221,3,29,1,Thermal,76.0,1,0
222,3,30,1,Thermal,76.0,1,0
223,3,31,1,Thermal,76.0,1,0
224,3,32,1,Thermal,76.0,1,0
225,3,33,1,Thermal,76.0,1,0
226,3,34,1,Thermal,76.0,1,0
227,3,35,1,Thermal,76.0,1,0
228,3,36,1,Thermal,76.0,1,0
229,3,37,1,Thermal,76.0,1,0
230,3,38,1,Thermal,76.0,1,0
231,3,39,1,Thermal,76.0,1,0
232,3,40,1,Thermal,76.0,1,0
233,3,41,1,Thermal,76.0,1,0
234,3,42,1,Thermal,76.0,1,0
235,3,43,1,Thermal,76.0,1,0
236,3,44,1,Thermal,76.0,1,0
237,3,45,1,Thermal,76.0,1,0
238,3,46,1,Thermal,76.0,1,0
239,3,47,1,Thermal,76.0,1,0
240,3,48,1,Thermal,76.0,1,0
241,3,49,1,Thermal,76.0,1,0
242,3,50,1,Thermal,76.0,1,0
243,3,51,1,Thermal,76.0,1,0
244,3,52,1,Thermal,76.0,1,0
245,3,53,1,Thermal,76.0,1,0
246,3,54,1,Thermal,76.0,1,0
247,3,55,1,Thermal,76.0,1,0
248,3,56,1,Thermal,76.0,1,0
249,3,57,1,Thermal,76.0,1,0
250,3,58,1,Thermal,76.0,1,0
251,3,59,1,Thermal,76.0,1,0
252,3,60,1,Thermal,76.0,1,0
253,3,61,1,Thermal,76.0,1,0
254,3,62,1,Thermal,76.0,1,0
255,3,63,1,Thermal,76.0,1,0
256,3,64,1,Thermal,76.0,1,0
257,3,65,1,Thermal,76.0,1,0
258,3,66,1,Thermal,76.0,1,0
259,3,67,1,Thermal,76.0,1,0
260,3,68,1,Thermal,76.0,1,0
261,3,69,1,Thermal,76.0,1,0
262,3,70,1,Thermal,76.0,1,0
263,3,71,1,Thermal,76.0,1,0
264,3,72,1,Thermal,76.0,1,0
265,3,73,1,Thermal,76.0,1,0
266,3,74,1,Thermal,76.0,1,0
267,3,75,1,Thermal,76.0,1,0
268,3,76,1,Thermal,76.0,1,0
269,3,77,1,Thermal,76.0,1,0
270,3,78,1,Thermal,76.0,1,0
271,3,79,1,Thermal,76.0,1,0
272,3,80,1,Thermal,76.0,1,0
273,3,81,1,Thermal,76.0,1,0
274,3,82,1,Thermal,76.0,1,0
275,3,83,1,Thermal,76.0,1,0
276,3,84,1,Thermal,76.0,1,0
277,3,85,1,Thermal,76.0,1,0
278,3,86,1,Thermal,76.0,1,0
279,3,87,1,Thermal,76.0,1,0
280,3,88,1,Thermal,76.0,1,0
281,3,89,1,Thermal,76.0,1,0
282,3,90,1,Thermal,76.0,1,0
283,3,91,1,Thermal,76.0,1,0
284,3,92,1,Thermal,76.0,1,0
285,3,93,1,Thermal,76.0,1,0
286,3,94,1,Thermal,76.0,1,0
287,3,95,1,Thermal,0.0,0,0
288,3,96,1,Thermal,0.0,0,0
289,4,1,1,Thermal,0.0,0,0
290,4,2,1,Thermal,0.0,0,0
291,4,3,1,Thermal,0.0,0,0
292,4,4,1,Thermal,0.0,0,0
293,4,5,1,Thermal,0.0,0,0
294,4,6,1,Thermal,0.0,0,0
295,4,7,1,Thermal,0.0,0,0
296,4,8,1,Thermal,0.0,0,0
297,4,9,1,Thermal,0.0,0,0
298,4,10,1,Thermal,0.0,0,0
299,4,11,1,Thermal,0.0,0,0
300,4,12,1,Thermal,0.0,0,0
301,4,13,1,Thermal,76.0,1,1
302,4,14,1,Thermal,75.52,1,0
303,4,15,1,Thermal,54.16,1,0
304,4,16,1,Thermal,76.0,1,0
305,4,17,1,Thermal,30.0,1,0
306,4,18,1,Thermal,30.0,1,0
307,4,19,1,Thermal,30.0,1,0
308,4,20,1,Thermal,30.0,1,0
309,4,21,1,Thermal,30.0,1,0
310,4,22,1,Thermal,76.0,1,0
311,4,23,1,Thermal,76.0,1,0
312,4,24,1,Thermal,76.0,1,0
313,4,25,1,Thermal,76.0,1,0
314,4,26,1,Thermal,76.0,1,0
315,4,27,1,Thermal,76.0,1,0
316,4,28,1,Thermal,76.0,1,0
317,4,29,1,Thermal,76.0,1,0
318,4,30,1,Thermal,76.0,1,0
319,4,31,1,Thermal,76.0,1,0
320,4,32,1,Thermal,76.0,1,0
321,4,33,1,Thermal,76.0,1,0
322,4,34,1,Thermal,76.0,1,0
323,4,35,1,Thermal,76.0,1,0
324,4,36,1,Thermal,76.0,1,0
325,4,37,1,Thermal,76.0,1,0
326,4,38,1,Thermal,76.0,1,0
327,4,39,1,Thermal,76.0,1,0
328,4,40,1,Thermal,76.0,1,0
329,4,41,1,Thermal,76.0,1,0
330,4,42,1,Thermal,76.0,1,0
331,4,43,1,Thermal,76.0,1,0
332,4,44,1,Thermal,76.0,1,0
333,4,45,1,Thermal,76.0,1,0
334,4,46,1,Thermal,76.0,1,0
335,4,47,1,Thermal,76.0,1,0
336,4,48,1,Thermal,76.0,1,0
337,4,49,1,Thermal,76.0,1,0
338,4,50,1,Thermal,76.0,1,0
339,4,51,1,Thermal,76.0,1,0
340,4,52,1,Thermal,76.0,1,0
341,4,53,1,Thermal,76.0,1,0
342,4,54,1,Thermal,76.0,1,0
343,4,55,1,Thermal,76.0,1,0
344,4,56,1,Thermal,76.0,1,0
345,4,57,1,Thermal,76.0,1,0
346,4,58,1,Thermal,76.0,1,0
347,4,59,1,Thermal,76.0,1,0
348,4,60,1,Thermal,76.0,1,0
349,4,61,1,Thermal,76.0,1,0
350,4,62,1,Thermal,76.0,1,0
351,4,63,1,Thermal,76.0,1,0
352,4,64,1,Thermal,76.0,1,0
353,4,65,1,Thermal,76.0,1,0
354,4,66,1,Thermal,76.0,1,0
355,4,67,1,Thermal,76.0,1,0
356,4,68,1,Thermal,76.0,1,0
357,4,69,1,Thermal,76.0,1,0
358,4,70,1,Thermal,76.0,1,0
359,4,71,1,Thermal,76.0,1,0
360,4,72,1,Thermal,76.0,1,0
361,4,73,1,Thermal,76.0,1,0
362,4,74,1,Thermal,76.0,1,0
363,4,75,1,Thermal,76.0,1,0
364,4,76,1,Thermal,76.0,1,0
365,4,77,1,Thermal,76.0,1,0
366,4,78,1,Thermal,76.0,1,0
367,4,79,1,Thermal,76.0,1,0
368,4,80,1,Thermal,76.0,1,0
369,4,81,1,Thermal,76.0,1,0
370,4,82,1,Thermal,76.0,1,0
371,4,83,1,Thermal,76.0,1,0
372,4,84,1,Thermal,76.0,1,0
373,4,85,1,Thermal,76.0,1,0
374,4,86,1,Thermal,76.0,1,0
375,4,87,1,Thermal,76.0,1,0
376,4,88,1,Thermal,76.0,1,0
377,4,89,1,Thermal,76.0,1,0
378,4,90,1,Thermal,76.0,1,0
379,4,91,1,Thermal,76.0,1,0
380,4,92,1,Thermal,76.0,1,0
381,4,93,1,Thermal,76.0,1,0
382,4,94,1,Thermal,0.0,0,0
383,4,95,1,Thermal,0.0,0,0
384,4,96,1,Thermal,0.0,0,0
385,5,1,1,Thermal,0.0,0,0
386,5,2,1,Thermal,0.0,0,0
387,5,3,1,Thermal,0.0,0,0
388,5,4,1,Thermal,0.0,0,0
389,5,5,1,Thermal,0.0,0,0
390,5,6,1,Thermal,0.0,0,0
391,5,7,1,Thermal,0.0,0,0
392,5,8,1,Thermal,0.0,0,0
393,5,9,1,Thermal,0.0,0,0
394,5,10,1,Thermal,0.0,0,0
395,5,11,1,Thermal,0.0,0,0
396,5,12,1,Thermal,0.0,0,0
397,5,13,1,Thermal,0.0,0,0
398,5,14,1,Thermal,0.0,0,0
399,5,15,1,Thermal,0.0,0,0
400,5,16,1,Thermal,0.0,0,0
401,5,17,1,Thermal,0.0,0,0
402,5,18,1,Thermal,0.0,0,0
403,5,19,1,Thermal,0.0,0,0
404,5,20,1,Thermal,0.0,0,0
405,5,21,1,Thermal,0.0,0,0
406,5,22,1,Thermal,0.0,0,0
407,5,23,1,Thermal,0.0,0,0
408,5,24,1,Thermal,0.0,0,0
409,5,25,1,Thermal,0.0,0,0
410,5,26,1,Thermal,0.0,0,0
411,5,27,1,Thermal,0.0,0,0
412,5,28,1,Thermal,0.0,0,0
413,5,29,1,Thermal,0.0,0,0
414,5,30,1,Thermal,0.0,0,0
415,5,31,1,Thermal,0.0,0,0
416,5,32,1,Thermal,0.0,0,0
417,5,33,1,Thermal,0.0,0,0
418,5,34,1,Thermal,0.0,0,0
419,5,35,1,Thermal,0.0,0,0
420,5,36,1,Thermal,0.0,0,0
421,5,37,1,Thermal,0.0,0,0
422,5,38,1,Thermal,0.0,0,0
423,5,39,1,Thermal,0.0,0,0
424,5,40,1,Thermal,0.0,0,0
425,5,41,1,Thermal,0.0,0,0
426,5,42,1,Thermal,0.0,0,0
427,5,43,1,Thermal,0.0,0,0
428,5,44,1,Thermal,0.0,0,0
429,5,45,1,Thermal,0.0,0,0
430,5,46,1,Thermal,0.0,0,0
431,5,47,1,Thermal,0.0,0,0
432,5,48,1,Thermal,0.0,0,0
433,5,49,1,Thermal,0.0,0,0
434,5,50,1,Thermal,0.0,0,0
435,5,51,1,Thermal,0.0,0,0
436,5,52,1,Thermal,0.0,0,0
437,5,53,1,Thermal,0.0,0,0
438,5,54,1,Thermal,0.0,0,0
439,5,55,1,Thermal,0.0,0,0
440,5,56,1,Thermal,0.0,0,0
441,5,57,1,Thermal,0.0,0,0
442,5,58,1,Thermal,0.0,0,0
443,5,59,1,Thermal,0.0,0,0
444,5,60,1,Thermal,0.0,0,0
445,5,61,1,Thermal,0.0,0,0
446,5,62,1,Thermal,0.0,0,0
447,5,63,1,Thermal,0.0,0,0
448,5,64,1,Thermal,0.0,0,0
449,5,65,1,Thermal,0.0,0,0
450,5,66,1,Thermal,0.0,0,0
451,5,67,1,Thermal,0.0,0,0
452,5,68,1,Thermal,0.0,0,0
453,5,69,1,Thermal,0.0,0,0
454,5,70,1,Thermal,0.0,0,0
455,5,71,1,Thermal,0.0,0,0
456,5,72,1,Thermal,0.0,0,0
457,5,73,1,Thermal,0.0,0,0
458,5,74,1,Thermal,0.0,0,0
459,5,75,1,Thermal,0.0,0,0
460,5,76,1,Thermal,0.0,0,0
461,5,77,1,Thermal,0.0,0,0
462,5,78,1,Thermal,0.0,0,0
463,5,79,1,Thermal,0.0,0,0
464,5,80,1,Thermal,0.0,0,0
465,5,81,1,Thermal,0.0,0,0
466,5,82,1,Thermal,0.0,0,0
467,5,83,1,Thermal,0.0,0,0
468,5,84,1,Thermal,0.0,0,0
469,5,85,1,Thermal,0.0,0,0
470,5,86,1,Thermal,0.0,0,0
471,5,87,1,Thermal,0.0,0,0
472,5,88,1,Thermal,0.0,0,0
473,5,89,1,Thermal,0.0,0,0
474,5,90,1,Thermal,0.0,0,0
475,5,91,1,Thermal,0.0,0,0
476,5,92,1,Thermal,0.0,0,0
477,5,93,1,Thermal,0.0,0,0
478,5,94,1,Thermal,0.0,0,0
479,5,95,1,Thermal,0.0,0,0
480,5,96,1,Thermal,0.0,0,0
481,6,1,1,Thermal,0.0,0,0
482,6,2,1,Thermal,0.0,0,0
483,6,3,1,Thermal,0.0,0,0
484,6,4,1,Thermal,0.0,0,0
485,6,5,1,Thermal,0.0,0,0
486,6,6,1,Thermal,0.0,0,0
487,6,7,1,Thermal,0.0,0,0
488,6,8,1,Thermal,0.0,0,0
489,6,9,1,Thermal,0.0,0,0
490,6,10,1,Thermal,0.0,0,0
491,6,11,1,Thermal,0.0,0,0
492,6,12,1,Thermal,0.0,0,0
493,6,13,1,Thermal,0.0,0,0
494,6,14,1,Thermal,0.0,0,0
495,6,15,1,Thermal,0.0,0,0
496,6,16,1,Thermal,0.0,0,0
497,6,17,1,Thermal,0.0,0,0
498,6,18,1,Thermal,0.0,0,0
499,6,19,1,Thermal,0.0,0,0
500,6,20,1,Thermal,0.0,0,0
501,6,21,1,Thermal,0.0,0,0
502,6,22,1,Thermal,0.0,0,0
503,6,23,1,Thermal,0.0,0,0
504,6,24,1,Thermal,0.0,0,0
505,6,25,1,Thermal,0.0,0,0
506,6,26,1,Thermal,0.0,0,0
507,6,27,1,Thermal,0.0,0,0
508,6,28,1,Thermal,0.0,0,0
509,6,29,1,Thermal,0.0,0,0
510,6,30,1,Thermal,0.0,0,0
511,6,31,1,Thermal,0.0,0,0
512,6,32,1,Thermal,0.0,0,0
513,6,33,1,Thermal,0.0,0,0
514,6,34,1,Thermal,0.0,0,0
515,6,35,1,Thermal,0.0,0,0
516,6,36,1,Thermal,0.0,0,0
517,6,37,1,Thermal,0.0,0,0
518,6,38,1,Thermal,0.0,0,0
519,6,39,1,Thermal,0.0,0,0
520,6,40,1,Thermal,0.0,0,0
521,6,41,1,Thermal,0.0,0,0
522,6,42,1,Thermal,0.0,0,0
523,6,43,1,Thermal,0.0,0,0
524,6,44,1,Thermal,0.0,0,0
525,6,45,1,Thermal,0.0,0,0
526,6,46,1,Thermal,0.0,0,0
527,6,47,1,Thermal,0.0,0,0
528,6,48,1,Thermal,0.0,0,0
529,6,49,1,Thermal,0.0,0,0
530,6,50,1,Thermal,0.0,0,0
531,6,51,1,Thermal,0.0,0,0
532,6,52,1,Thermal,0.0,0,0
533,6,53,1,Thermal,0.0,0,0
534,6,54,1,Thermal,0.0,0,0
535,6,55,1,Thermal,0.0,0,0
536,6,56,1,Thermal,0.0,0,0
537,6,57,1,Thermal,0.0,0,0
538,6,58,1,Thermal,0.0,0,0
539,6,59,1,Thermal,0.0,0,0
540,6,60,1,Thermal,0.0,0,0
541,6,61,1,Thermal,0.0,0,0
542,6,62,1,Thermal,0.0,0,0
543,6,63,1,Thermal,0.0,0,0
544,6,64,1,Thermal,0.0,0,0
545,6,65,1,Thermal,0.0,0,0
546,6,66,1,Thermal,0.0,0,0
547,6,67,1,Thermal,0.0,0,0
548,6,68,1,Thermal,0.0,0,0
549,6,69,1,Thermal,0.0,0,0
550,6,70,1,Thermal,0.0,0,0
551,6,71,1,Thermal,0.0,0,0
552,6,72,1,Thermal,0.0,0,0
553,6,73,1,Thermal,0.0,0,0
554,6,74,1,Thermal,0.0,0,0
555,6,75,1,Thermal,0.0,0,0
556,6,76,1,Thermal,0.0,0,0
557,6,77,1,Thermal,0.0,0,0
558,6,78,1,Thermal,0.0,0,0
559,6,79,1,Thermal,0.0,0,0
560,6,80,1,Thermal,0.0,0,0
561,6,81,1,Thermal,0.0,0,0
562,6,82,1,Thermal,0.0,0,0
563,6,83,1,Thermal,0.0,0,0
564,6,84,1,Thermal,0.0,0,0
565,6,85,1,Thermal,0.0,0,0
566,6,86,1,Thermal,0.0,0,0
567,6,87,1,Thermal,0.0,0,0
568,6,88,1,Thermal,0.0,0,0
569,6,89,1,Thermal,0.0,0,0
570,6,90,1,Thermal,0.0,0,0
571,6,91,1,Thermal,0.0,0,0
572,6,92,1,Thermal,0.0,0,0
573,6,93,1,Thermal,0.0,0,0
574,6,94,1,Thermal,0.0,0,0
575,6,95,1,Thermal,0.0,0,0
576,6,96,1,Thermal,0.0,0,0
577,7,1,1,Thermal,0.0,0,0
578,7,2,1,Thermal,0.0,0,0
579,7,3,1,Thermal,0.0,0,0
580,7,4,1,Thermal,0.0,0,0
581,7,5,1,Thermal,0.0,0,0
582,7,6,1,Thermal,0.0,0,0
583,7,7,1,Thermal,0.0,0,0
584,7,8,1,Thermal,0.0,0,0
585,7,9,1,Thermal,0.0,0,0
586,7,10,1,Thermal,0.0,0,0
587,7,11,1,Thermal,0.0,0,0
588,7,12,1,Thermal,0.0,0,0
589,7,13,1,Thermal,0.0,0,0
590,7,14,1,Thermal,76.0,1,1
591,7,15,1,Thermal,76.0,1,0
592,7,16,1,Thermal,38.49,1,0
593,7,17,1,Thermal,76.0,1,0
594,7,18,1,Thermal,41.95,1,0
595,7,19,1,Thermal,30.0,1,0
596,7,20,1,Thermal,68.23,1,0
597,7,21,1,Thermal,76.0,1,0
598,7,22,1,Thermal,76.0,1,0
599,7,23,1,Thermal,67.68,1,0
600,7,24,1,Thermal,76.0,1,0
601,7,25,1,Thermal,76.0,1,0
602,7,26,1,Thermal,76.0,1,0
603,7,27,1,Thermal,76.0,1,0
604,7,28,1,Thermal,76.0,1,0
605,7,29,1,Thermal,76.0,1,0
606,7,30,1,Thermal,76.0,1,0
607,7,31,1,Thermal,76.0,1,0
608,7,32,1,Thermal,76.0,1,0
609,7,33,1,Thermal,76.0,1,0
610,7,34,1,Thermal,76.0,1,0
611,7,35,1,Thermal,76.0,1,0
612,7,36,1,Thermal,76.0,1,0
613,7,37,1,Thermal,76.0,1,0
614,7,38,1,Thermal,76.0,1,0
615,7,39,1,Thermal,76.0,1,0
616,7,40,1,Thermal,76.0,1,0
617,7,41,1,Thermal,76.0,1,0
618,7,42,1,Thermal,76.0,1,0
619,7,43,1,Thermal,76.0,1,0
620,7,44,1,Thermal,76.0,1,0
621,7,45,1,Thermal,76.0,1,0
622,7,46,1,Thermal,76.0,1,0
623,7,47,1,Thermal,76.0,1,0
624,7,48,1,Thermal,76.0,1,0
625,7,49,1,Thermal,76.0,1,0
626,7,50,1,Thermal,76.0,1,0
627,7,51,1,Thermal,76.0,1,0
628,7,52,1,Thermal,76.0,1,0
629,7,53,1,Thermal,76.0,1,0
630,7,54,1,Thermal,76.0,1,0
631,7,55,1,Thermal,76.0,1,0
632,7,56,1,Thermal,76.0,1,0
633,7,57,1,Thermal,76.0,1,0
634,7,58,1,Thermal,76.0,1,0
635,7,59,1,Thermal,76.0,1,0
636,7,60,1,Thermal,76.0,1,0
637,7,61,1,Thermal,76.0,1,0
638,7,62,1,Thermal,76.0,1,0
639,7,63,1,Thermal,76.0,1,0
640,7,64,1,Thermal,76.0,1,0
641,7,65,1,Thermal,76.0,1,0
642,7,66,1,Thermal,76.0,1,0
643,7,67,1,Thermal,76.0,1,0
644,7,68,1,Thermal,76.0,1,0
645,7,69,1,Thermal,76.0,1,0
646,7,70,1,Thermal,76.0,1,0
647,7,71,1,Thermal,76.0,1,0
648,7,72,1,Thermal,76.0,1,0
649,7,73,1,Thermal,76.0,1,0
650,7,74,1,Thermal,76.0,1,0
651,7,75,1,Thermal,76.0,1,0
652,7,76,1,Thermal,76.0,1,0
653,7,77,1,Thermal,76.0,1,0
654,7,78,1,Thermal,76.0,1,0
655,7,79,1,Thermal,76.0,1,0
656,7,80,1,Thermal,76.0,1,0
657,7,81,1,Thermal,76.0,1,0
658,7,82,1,Thermal,76.0,1,0
659,7,83,1,Thermal,76.0,1,0
660,7,84,1,Thermal,76.0,1,0
661,7,85,1,Thermal,76.0,1,0
662,7,86,1,Thermal,76.0,1,0
663,7,87,1,Thermal,76.0,1,0
664,7,88,1,Thermal,76.0,1,0
