id,area,timestep,b,load,shedding,dumping
475,2,23,2,274.26,0.0,0.0
476,2,23,3,274.26,0.0,0.0
477,2,24,0,274.85,0.0,0.0
478,2,24,1,274.85,0.0,0.0
479,2,24,2,274.85,0.0,0.0
480,2,24,3,274.85,0.0,0.0
481,2,25,0,259.88,0.0,0.0
482,2,25,1,259.88,0.0,0.0
483,2,25,2,259.88,0.0,0.0
484,2,25,3,259.88,0.0,0.0
485,2,26,0,245.27,0.0,0.0
486,2,26,1,245.27,0.0,0.0
487,2,26,2,245.27,0.0,0.0
488,2,26,3,245.27,0.0,0.0
489,2,27,0,248.34,0.0,0.0
490,2,27,1,248.34,0.0,0.0
491,2,27,2,248.34,0.0,0.0
492,2,27,3,248.34,0.0,0.0
493,2,28,0,265.84,0.0,0.0
494,2,28,1,265.84,0.0,0.0
495,2,28,2,265.84,0.0,0.0
496,2,28,3,265.84,0.0,0.0
497,2,29,0,308.79,0.0,0.0
498,2,29,1,308.79,0.0,0.0
499,2,29,2,308.79,0.0,0.0
500,2,29,3,308.79,0.0,0.0
501,2,30,0,352.76,0.0,0.0
502,2,30,1,352.76,0.0,0.0
503,2,30,2,352.76,0.0,0.0
504,2,30,3,352.76,0.0,0.0
505,2,31,0,365.47,0.0,0.0
506,2,31,1,365.47,0.0,0.0
507,2,31,2,365.47,0.0,0.0
508,2,31,3,365.47,0.0,0.0
509,2,32,0,349.72,0.0,0.0
510,2,32,1,349.72,0.0,0.0
511,2,32,2,349.72,0.0,0.0
512,2,32,3,349.72,0.0,0.0
513,2,33,0,298.31,0.0,0.0
514,2,33,1,298.31,0.0,0.0
515,2,33,2,298.31,0.0,0.0
516,2,33,3,298.31,0.0,0.0
517,2,34,0,248.99,0.0,0.0
518,2,34,1,248.99,0.0,0.0
519,2,34,2,248.99,0.0,0.0
520,2,34,3,248.99,0.0,0.0
521,2,35,0,235.07,0.0,0.0
522,2,35,1,235.07,0.0,0.0
523,2,35,2,235.07,0.0,0.0
524,2,35,3,235.07,0.0,0.0
525,2,36,0,244.95,0.0,0.0
526,2,36,1,244.95,0.0,0.0
527,2,36,2,244.95,0.0,0.0
528,2,36,3,244.95,0.0,0.0
529,2,37,0,287.22,0.0,0.0
530,2,37,1,287.22,0.0,0.0
531,2,37,2,287.22,0.0,0.0
532,2,37,3,287.22,0.0,0.0
533,2,38,0,331.36,0.0,0.0
534,2,38,1,331.36,0.0,0.0
535,2,38,2,331.36,0.0,0.0
536,2,38,3,331.36,0.0,0.0
537,2,39,0,346.05,0.0,0.0
538,2,39,1,346.05,0.0,0.0
539,2,39,2,346.05,0.0,0.0
540,2,39,3,346.05,0.0,0.0
541,2,40,0,339.55,0.0,0.0
542,2,40,1,339.55,0.0,0.0
543,2,40,2,339.55,0.0,0.0
544,2,40,3,339.55,0.0,0.0
545,2,41,0,314.18,0.0,0.0
546,2,41,1,314.18,0.0,0.0
547,2,41,2,314.18,0.0,0.0
548,2,41,3,314.18,0.0,0.0
549,2,42,0,288.41,0.0,0.0
550,2,42,1,288.41,0.0,0.0
551,2,42,2,288.41,0.0,0.0
552,2,42,3,288.41,0.0,0.0
553,2,43,0,271.01,0.0,0.0
554,2,43,1,271.01,0.0,0.0
555,2,43,2,271.01,0.0,0.0
556,2,43,3,271.01,0.0,0.0
557,2,44,0,253.72,0.0,0.0
558,2,44,1,253.72,0.0,0.0
559,2,44,2,253.72,0.0,0.0
560,2,44,3,253.72,0.0,0.0
561,2,45,0,229.48,0.0,0.0
562,2,45,1,229.48,0.0,0.0
563,2,45,2,229.48,0.0,0.0
564,2,45,3,229.48,0.0,0.0
565,2,46,0,206.45,0.0,0.0
566,2,46,1,206.45,0.0,0.0
567,2,46,2,206.45,0.0,0.0
568,2,46,3,206.45,0.0,0.0
569,2,47,0,198.79,0.0,0.0
570,2,47,1,198.79,0.0,0.0
571,2,47,2,198.79,0.0,0.0
572,2,47,3,198.79,0.0,0.0
573,2,48,0,206.14,0.0,0.0
574,2,48,1,206.14,0.0,0.0
575,2,48,2,206.14,0.0,0.0
576,2,48,3,206.14,0.0,0.0
577,2,49,0,234.51,0.0,0.0
578,2,49,1,234.51,0.0,0.0
579,2,49,2,234.51,0.0,0.0
580,2,49,3,234.51,0.0,0.0
581,2,50,0,263.81,0.0,0.0
582,2,50,1,263.81,0.0,0.0
583,2,50,2,263.81,0.0,0.0
584,2,50,3,263.81,0.0,0.0
585,2,51,0,273.09,0.0,0.0
586,2,51,1,273.09,0.0,0.0
587,2,51,2,273.09,0.0,0.0
588,2,51,3,273.09,0.0,0.0
589,2,52,0,267.26,0.0,0.0
590,2,52,1,267.26,0.0,0.0
591,2,52,2,267.26,0.0,0.0
592,2,52,3,267.26,0.0,0.0
593,2,53,0,239.68,0.0,0.0
594,2,53,1,239.68,0.0,0.0
595,2,53,2,239.68,0.0,0.0
596,2,53,3,239.68,0.0,0.0
597,2,54,0,213.08,0.0,0.0
598,2,54,1,213.08,0.0,0.0
599,2,54,2,213.08,0.0,0.0
600,2,54,3,213.08,0.0,0.0
601,2,55,0,211.09,0.0,0.0
602,2,55,1,211.09,0.0,0.0
603,2,55,2,211.09,0.0,0.0
604,2,55,3,211.09,0.0,0.0
605,2,56,0,228.03,0.0,0.0
606,2,56,1,228.03,0.0,0.0
607,2,56,2,228.03,0.0,0.0
608,2,56,3,228.03,0.0,0.0
609,2,57,0,268.78,0.0,0.0
610,2,57,1,268.78,0.0,0.0
611,2,57,2,268.78,0.0,0.0
612,2,57,3,268.78,0.0,0.0
613,2,58,0,311.48,0.0,0.0
614,2,58,1,311.48,0.0,0.0
615,2,58,2,311.48,0.0,0.0
616,2,58,3,311.48,0.0,0.0
617,2,59,0,336.94,0.0,0.0
618,2,59,1,336.94,0.0,0.0
619,2,59,2,336.94,0.0,0.0
620,2,59,3,336.94,0.0,0.0
621,2,60,0,353.27,0.0,0.0
622,2,60,1,353.27,0.0,0.0
623,2,60,2,353.27,0.0,0.0
624,2,60,3,353.27,0.0,0.0
625,2,61,0,369.78,0.0,0.0
626,2,61,1,369.78,0.0,0.0
627,2,61,2,369.78,0.0,0.0
628,2,61,3,369.78,0.0,0.0
629,2,62,0,385.13,0.0,0.0
630,2,62,1,385.13,0.0,0.0
631,2,62,2,385.13,0.0,0.0
632,2,62,3,385.13,0.0,0.0
633,2,63,0,383.83,0.0,0.0
634,2,63,1,383.83,0.0,0.0
635,2,63,2,383.83,0.0,0.0
636,2,63,3,383.83,0.0,0.0
637,2,64,0,360.15,0.0,0.0
638,2,64,1,360.15,0.0,0.0
639,2,64,2,360.15,0.0,0.0
640,2,64,3,360.15,0.0,0.0
641,2,65,0,310.14,0.0,0.0
642,2,65,1,310.14,0.0,0.0
643,2,65,2,310.14,0.0,0.0
644,2,65,3,310.14,0.0,0.0
645,2,66,0,261.65,0.0,0.0
646,2,66,1,261.65,0.0,0.0
647,2,66,2,261.65,0.0,0.0
648,2,66,3,261.65,0.0,0.0
649,2,67,0,236.97,0.0,0.0
650,2,67,1,236.97,0.0,0.0
651,2,67,2,236.97,0.0,0.0
652,2,67,3,236.97,0.0,0.0
653,2,68,0,226.61,0.0,0.0
654,2,68,1,226.61,0.0,0.0
655,2,68,2,226.61,0.0,0.0
656,2,68,3,226.61,0.0,0.0
657,2,69,0,230.31,0.0,0.0
658,2,69,1,230.31,0.0,0.0
659,2,69,2,230.31,0.0,0.0
660,2,69,3,230.31,0.0,0.0
661,2,70,0,234.4,0.0,0.0
662,2,70,1,234.4,0.0,0.0
663,2,70,2,234.4,0.0,0.0
664,2,70,3,234.4,0.0,0.0
665,2,71,0,230.4,0.0,0.0
666,2,71,1,230.4,0.0,0.0
667,2,71,2,230.4,0.0,0.0
668,2,71,3,230.4,0.0,0.0
669,2,72,0,223.58,0.0,0.0
670,2,72,1,223.58,0.0,0.0
671,2,72,2,223.58,0.0,0.0
672,2,72,3,223.58,0.0,0.0
673,2,73,0,207.89,0.0,0.0
674,2,73,1,207.89,0.0,0.0
675,2,73,2,207.89,0.0,0.0
676,2,73,3,207.89,0.0,0.0
677,2,74,0,193.03,0.0,0.0
678,2,74,1,193.03,0.0,0.0
679,2,74,2,193.03,0.0,0.0
680,2,74,3,193.03,0.0,0.0
681,2,75,0,193.97,0.0,0.0
682,2,75,1,193.97,0.0,0.0
683,2,75,2,193.97,0.0,0.0
684,2,75,3,193.97,0.0,0.0
685,2,76,0,210.27,0.0,0.0
686,2,76,1,210.27,0.0,0.0
687,2,76,2,210.27,0.0,0.0
688,2,76,3,210.27,0.0,0.0
689,2,77,0,250.46,0.0,0.0
690,2,77,1,250.46,0.0,0.0
691,2,77,2,250.46,0.0,0.0
692,2,77,3,250.46,0.0,0.0
693,2,78,0,292.12,0.0,0.0
694,2,78,1,292.12,0.0,0.0
695,2,78,2,292.12,0.0,0.0
