id,areas_fk,plant_id,timestep,b,area,fuel_type,production
4303,28,49908,28,2,3,Hydro,0.0
4304,28,49908,28,3,3,Hydro,0.0
4305,28,49911,28,0,3,Hydro,20.0
4306,28,49911,28,1,3,Hydro,20.0
4307,28,49911,28,2,3,Hydro,20.0
4308,28,49911,28,3,3,Hydro,20.0
4309,28,49912,28,0,3,Hydro,0.0
4310,28,49912,28,1,3,Hydro,0.0
4311,28,49912,28,2,3,Hydro,0.0
4312,28,49912,28,3,3,Hydro,0.0
4313,28,49913,28,0,3,Hydro,0.0
4314,28,49913,28,1,3,Hydro,0.0
4315,28,49913,28,2,3,Hydro,0.0
4316,28,49913,28,3,3,Hydro,0.0
4317,28,49914,28,0,3,Hydro,0.0
4318,28,49914,28,1,3,Hydro,0.0
4319,28,49914,28,2,3,Hydro,0.0
4320,28,49914,28,3,3,Hydro,0.0
4321,28,49915,28,0,3,Hydro,0.0
4322,28,49915,28,1,3,Hydro,0.0
4323,28,49915,28,2,3,Hydro,0.0
4324,28,49915,28,3,3,Hydro,0.0
4325,28,49920,28,0,3,Hydro,64.47
4326,28,49920,28,1,3,Hydro,66.7
4327,28,49920,28,2,3,Hydro,66.7
4328,28,49920,28,3,3,Hydro,66.7
4329,28,49921,28,0,3,Hydro,-0.0
4330,28,49921,28,1,3,Hydro,0.0
4331,28,49921,28,2,3,Hydro,0.0
4332,28,49921,28,3,3,Hydro,0.0
4333,28,49922,28,0,3,Hydro,0.0
4334,28,49922,28,1,3,Hydro,25.0
4335,28,49922,28,2,3,Hydro,0.0
4336,28,49922,28,3,3,Hydro,25.0
4337,28,49923,28,0,3,Hydro,0.0
4338,28,49923,28,1,3,Hydro,0.0
4339,28,49923,28,2,3,Hydro,0.0
4340,28,49923,28,3,3,Hydro,0.0
4341,28,49924,28,0,3,Hydro,0.0
4342,28,49924,28,1,3,Hydro,9.52
4343,28,49924,28,2,3,Hydro,0.0
4344,28,49924,28,3,3,Hydro,0.0
4345,28,49925,28,0,3,Hydro,0.0
4346,28,49925,28,1,3,Hydro,0.0
4347,28,49925,28,2,3,Hydro,0.0
4348,28,49925,28,3,3,Hydro,7.17
4349,28,49927,28,0,3,Hydro,0.0
4350,28,49927,28,1,3,Hydro,0.0
4351,28,49927,28,2,3,Hydro,0.0
4352,28,49927,28,3,3,Hydro,0.0
4353,28,49928,28,0,3,Hydro,-0.0
4354,28,49928,28,1,3,Hydro,0.0
4355,28,49928,28,2,3,Hydro,0.0
4356,28,49928,28,3,3,Hydro,0.0
4357,28,49929,28,0,3,Hydro,0.0
4358,28,49929,28,1,3,Hydro,0.0
4359,28,49929,28,2,3,Hydro,0.0
4360,28,49929,28,3,3,Hydro,0.0
4361,28,49930,28,0,3,Hydro,0.0
4362,28,49930,28,1,3,Hydro,0.0
4363,28,49930,28,2,3,Hydro,0.0
4364,28,49930,28,3,3,Hydro,0.0
4365,28,49931,28,0,3,Hydro,0.0
4366,28,49931,28,1,3,Hydro,0.0
4367,28,49931,28,2,3,Hydro,0.0
4368,28,49931,28,3,3,Hydro,0.0
4369,29,1,29,0,1,Thermal,0.0
4370,29,1,29,1,1,Thermal,0.0
4371,29,1,29,2,1,Thermal,0.0
4372,29,1,29,3,1,Thermal,0.0
4373,29,2,29,0,1,Thermal,0.0
4374,29,2,29,1,1,Thermal,0.0
4375,29,2,29,2,1,Thermal,0.0
4376,29,2,29,3,1,Thermal,0.0
4377,29,3,29,0,1,Thermal,76.0
4378,29,3,29,1,1,Thermal,76.0
4379,29,3,29,2,1,Thermal,76.0
4380,29,3,29,3,1,Thermal,76.0
4381,29,4,29,0,1,Thermal,76.0
4382,29,4,29,1,1,Thermal,76.0
4383,29,4,29,2,1,Thermal,76.0
4384,29,4,29,3,1,Thermal,76.0
4385,29,5,29,0,1,Thermal,0.0
4386,29,5,29,1,1,Thermal,0.0
4387,29,5,29,2,1,Thermal,0.0
4388,29,5,29,3,1,Thermal,0.0
4389,29,6,29,0,1,Thermal,0.0
4390,29,6,29,1,1,Thermal,0.0
4391,29,6,29,2,1,Thermal,0.0
4392,29,6,29,3,1,Thermal,0.0
4393,29,7,29,0,1,Thermal,76.0
4394,29,7,29,1,1,Thermal,76.0
4395,29,7,29,2,1,Thermal,76.0
4396,29,7,29,3,1,Thermal,76.0
4397,29,8,29,0,1,Thermal,76.0
4398,29,8,29,1,1,Thermal,76.0
4399,29,8,29,2,1,Thermal,76.0
4400,29,8,29,3,1,Thermal,76.0
4401,29,9,29,0,1,Thermal,0.0
4402,29,9,29,1,1,Thermal,0.0
4403,29,9,29,2,1,Thermal,0.0
4404,29,9,29,3,1,Thermal,0.0
4405,29,10,29,0,1,Thermal,0.0
4406,29,10,29,1,1,Thermal,0.0
4407,29,10,29,2,1,Thermal,0.0
4408,29,10,29,3,1,Thermal,0.0
4409,29,154,29,0,2,Wind,15.77
4410,29,154,29,1,2,Wind,14.14
4411,29,154,29,2,2,Wind,16.17
4412,29,154,29,3,2,Wind,14.72
4413,29,155,29,0,2,Wind,186.59
4414,29,155,29,1,2,Wind,178.16
4415,29,155,29,2,2,Wind,187.92
4416,29,155,29,3,2,Wind,181.41
4417,29,156,29,0,2,Wind,86.26
4418,29,156,29,1,2,Wind,58.35
4419,29,156,29,2,2,Wind,89.19
4420,29,156,29,3,2,Wind,69.83
4421,29,157,29,0,2,Wind,170.25
4422,29,157,29,1,2,Wind,158.07
4423,29,157,29,2,2,Wind,173.4
4424,29,157,29,3,2,Wind,162.42
4425,29,49900,29,0,3,Hydro,0.0
4426,29,49900,29,1,3,Hydro,0.0
4427,29,49900,29,2,3,Hydro,0.0
4428,29,49900,29,3,3,Hydro,0.0
4429,29,49901,29,0,3,Hydro,0.0
4430,29,49901,29,1,3,Hydro,0.0
4431,29,49901,29,2,3,Hydro,0.0
4432,29,49901,29,3,3,Hydro,0.0
4433,29,49902,29,0,3,Hydro,0.0
4434,29,49902,29,1,3,Hydro,0.0
4435,29,49902,29,2,3,Hydro,0.0
4436,29,49902,29,3,3,Hydro,0.0
4437,29,49903,29,0,3,Hydro,0.0
4438,29,49903,29,1,3,Hydro,0.0
4439,29,49903,29,2,3,Hydro,0.0
4440,29,49903,29,3,3,Hydro,0.0
4441,29,49904,29,0,3,Hydro,0.0
4442,29,49904,29,1,3,Hydro,0.0
4443,29,49904,29,2,3,Hydro,0.0
4444,29,49904,29,3,3,Hydro,0.0
4445,29,49905,29,0,3,Hydro,0.0
4446,29,49905,29,1,3,Hydro,0.0
4447,29,49905,29,2,3,Hydro,0.0
4448,29,49905,29,3,3,Hydro,0.0
4449,29,49906,29,0,3,Hydro,0.0
4450,29,49906,29,1,3,Hydro,0.0
4451,29,49906,29,2,3,Hydro,0.0
4452,29,49906,29,3,3,Hydro,0.0
4453,29,49907,29,0,3,Hydro,45.0
4454,29,49907,29,1,3,Hydro,45.0
4455,29,49907,29,2,3,Hydro,45.0
4456,29,49907,29,3,3,Hydro,45.0
4457,29,49908,29,0,3,Hydro,0.0
4458,29,49908,29,1,3,Hydro,0.0
4459,29,49908,29,2,3,Hydro,0.0
4460,29,49908,29,3,3,Hydro,0.0
4461,29,49911,29,0,3,Hydro,20.0
4462,29,49911,29,1,3,Hydro,20.0
4463,29,49911,29,2,3,Hydro,20.0
4464,29,49911,29,3,3,Hydro,20.0
4465,29,49912,29,0,3,Hydro,0.0
4466,29,49912,29,1,3,Hydro,0.0
4467,29,49912,29,2,3,Hydro,0.0
4468,29,49912,29,3,3,Hydro,0.0
4469,29,49913,29,0,3,Hydro,0.0
4470,29,49913,29,1,3,Hydro,0.0
4471,29,49913,29,2,3,Hydro,0.0
4472,29,49913,29,3,3,Hydro,0.0
4473,29,49914,29,0,3,Hydro,0.0
4474,29,49914,29,1,3,Hydro,0.0
4475,29,49914,29,2,3,Hydro,0.0
4476,29,49914,29,3,3,Hydro,0.0
4477,29,49915,29,0,3,Hydro,0.0
4478,29,49915,29,1,3,Hydro,0.0
4479,29,49915,29,2,3,Hydro,0.0
4480,29,49915,29,3,3,Hydro,0.0
4481,29,49920,29,0,3,Hydro,66.7
4482,29,49920,29,1,3,Hydro,66.7
4483,29,49920,29,2,3,Hydro,66.7
4484,29,49920,29,3,3,Hydro,66.7
4485,29,49921,29,0,3,Hydro,0.0
4486,29,49921,29,1,3,Hydro,0.0
4487,29,49921,29,2,3,Hydro,0.0
4488,29,49921,29,3,3,Hydro,0.0
4489,29,49922,29,0,3,Hydro,0.0
4490,29,49922,29,1,3,Hydro,0.0
4491,29,49922,29,2,3,Hydro,25.0
4492,29,49922,29,3,3,Hydro,25.0
4493,29,49923,29,0,3,Hydro,0.0
4494,29,49923,29,1,3,Hydro,0.0
4495,29,49923,29,2,3,Hydro,0.0
4496,29,49923,29,3,3,Hydro,0.0
4497,29,49924,29,0,3,Hydro,32.17
4498,29,49924,29,1,3,Hydro,93.97
4499,29,49924,29,2,3,Hydro,0.0
4500,29,49924,29,3,3,Hydro,1.81
4501,29,49925,29,0,3,Hydro,0.0
4502,29,49925,29,1,3,Hydro,0.0
4503,29,49925,29,2,3,Hydro,10.2
4504,29,49925,29,3,3,Hydro,40.0
4505,29,49927,29,0,3,Hydro,0.0
4506,29,49927,29,1,3,Hydro,0.0
4507,29,49927,29,2,3,Hydro,0.0
4508,29,49927,29,3,3,Hydro,0.0
4509,29,49928,29,0,3,Hydro,0.0
4510,29,49928,29,1,3,Hydro,0.0
4511,29,49928,29,2,3,Hydro,0.0
4512,29,49928,29,3,3,Hydro,0.0
4513,29,49929,29,0,3,Hydro,0.0
4514,29,49929,29,1,3,Hydro,0.0
4515,29,49929,29,2,3,Hydro,0.0
4516,29,49929,29,3,3,Hydro,0.0
4517,29,49930,29,0,3,Hydro,0.0
4518,29,49930,29,1,3,Hydro,0.0
4519,29,49930,29,2,3,Hydro,0.0
4520,29,49930,29,3,3,Hydro,0.0
4521,29,49931,29,0,3,Hydro,0.0
4522,29,49931,29,1,3,Hydro,0.0
4523,29,49931,29,2,3,Hydro,0.0
4524,29,49931,29,3,3,Hydro,0.0
4525,30,1,30,0,1,Thermal,0.0
4526,30,1,30,1,1,Thermal,0.0
4527,30,1,30,2,1,Thermal,0.0
4528,30,1,30,3,1,Thermal,0.0
4529,30,2,30,0,1,Thermal,0.0
4530,30,2,30,1,1,Thermal,0.0
4531,30,2,30,2,1,Thermal,0.0
4532,30,2,30,3,1,Thermal,0.0
4533,30,3,30,0,1,Thermal,76.0
4534,30,3,30,1,1,Thermal,76.0
4535,30,3,30,2,1,Thermal,76.0
4536,30,3,30,3,1,Thermal,76.0
4537,30,4,30,0,1,Thermal,76.0
4538,30,4,30,1,1,Thermal,76.0
4539,30,4,30,2,1,Thermal,76.0
4540,30,4,30,3,1,Thermal,76.0
4541,30,5,30,0,1,Thermal,0.0
4542,30,5,30,1,1,Thermal,0.0
4543,30,5,30,2,1,Thermal,0.0
4544,30,5,30,3,1,Thermal,0.0
4545,30,6,30,0,1,Thermal,0.0
4546,30,6,30,1,1,Thermal,0.0
4547,30,6,30,2,1,Thermal,0.0
4548,30,6,30,3,1,Thermal,0.0
4549,30,7,30,0,1,Thermal,76.0
4550,30,7,30,1,1,Thermal,76.0
4551,30,7,30,2,1,Thermal,76.0
4552,30,7,30,3,1,Thermal,76.0
4553,30,8,30,0,1,Thermal,76.0
4554,30,8,30,1,1,Thermal,76.0
4555,30,8,30,2,1,Thermal,76.0
4556,30,8,30,3,1,Thermal,76.0
4557,30,9,30,0,1,Thermal,0.0
4558,30,9,30,1,1,Thermal,0.0
4559,30,9,30,2,1,Thermal,0.0
4560,30,9,30,3,1,Thermal,0.0
4561,30,10,30,0,1,Thermal,0.0
4562,30,10,30,1,1,Thermal,0.0
4563,30,10,30,2,1,Thermal,0.0
4564,30,10,30,3,1,Thermal,0.0
4565,30,154,30,0,2,Wind,14.72
4566,30,154,30,1,2,Wind,13.27
4567,30,154,30,2,2,Wind,14.64
4568,30,154,30,3,2,Wind,13.97
4569,30,155,30,0,2,Wind,181.41
4570,30,155,30,1,2,Wind,174.9
4571,30,155,30,2,2,Wind,181.9
4572,30,155,30,3,2,Wind,177.79
4573,30,156,30,0,2,Wind,69.83
4574,30,156,30,1,2,Wind,50.47
4575,30,156,30,2,2,Wind,73.09
4576,30,156,30,3,2,Wind,58.67
4577,30,157,30,0,2,Wind,162.42
4578,30,157,30,1,2,Wind,151.44
4579,30,157,30,2,2,Wind,165.77
4580,30,157,30,3,2,Wind,155.26
4581,30,49900,30,0,3,Hydro,0.0
4582,30,49900,30,1,3,Hydro,0.0
4583,30,49900,30,2,3,Hydro,0.0
4584,30,49900,30,3,3,Hydro,0.0
4585,30,49901,30,0,3,Hydro,0.0
4586,30,49901,30,1,3,Hydro,0.0
4587,30,49901,30,2,3,Hydro,0.0
4588,30,49901,30,3,3,Hydro,0.0
4589,30,49902,30,0,3,Hydro,0.0
4590,30,49902,30,1,3,Hydro,0.0
4591,30,49902,30,2,3,Hydro,0.0
4592,30,49902,30,3,3,Hydro,0.0
4593,30,49903,30,0,3,Hydro,17.28
4594,30,49903,30,1,3,Hydro,0.0
4595,30,49903,30,2,3,Hydro,0.0
4596,30,49903,30,3,3,Hydro,0.0
4597,30,49904,30,0,3,Hydro,0.0
4598,30,49904,30,1,3,Hydro,0.0
4599,30,49904,30,2,3,Hydro,0.0
4600,30,49904,30,3,3,Hydro,0.0
4601,30,49905,30,0,3,Hydro,0.0
4602,30,49905,30,1,3,Hydro,27.0
4603,30,49905,30,2,3,Hydro,0.0
4604,30,49905,30,3,3,Hydro,0.0
4605,30,49906,30,0,3,Hydro,0.0
4606,30,49906,30,1,3,Hydro,0.0
4607,30,49906,30,2,3,Hydro,0.0
4608,30,49906,30,3,3,Hydro,0.0
4609,30,49907,30,0,3,Hydro,45.0
4610,30,49907,30,1,3,Hydro,45.0
4611,30,49907,30,2,3,Hydro,45.0
4612,30,49907,30,3,3,Hydro,45.0
4613,30,49908,30,0,3,Hydro,0.0
4614,30,49908,30,1,3,Hydro,0.0
4615,30,49908,30,2,3,Hydro,0.0
4616,30,49908,30,3,3,Hydro,0.0
4617,30,49911,30,0,3,Hydro,20.0
4618,30,49911,30,1,3,Hydro,20.0
4619,30,49911,30,2,3,Hydro,20.0
4620,30,49911,30,3,3,Hydro,20.0
4621,30,49912,30,0,3,Hydro,0.0
4622,30,49912,30,1,3,Hydro,0.0
4623,30,49912,30,2,3,Hydro,0.0
4624,30,49912,30,3,3,Hydro,0.0
4625,30,49913,30,0,3,Hydro,0.0
4626,30,49913,30,1,3,Hydro,0.0
4627,30,49913,30,2,3,Hydro,0.0
4628,30,49913,30,3,3,Hydro,0.0
4629,30,49914,30,0,3,Hydro,0.0
4630,30,49914,30,1,3,Hydro,0.0
4631,30,49914,30,2,3,Hydro,0.0
4632,30,49914,30,3,3,Hydro,0.0
4633,30,49915,30,0,3,Hydro,0.0
4634,30,49915,30,1,3,Hydro,0.0
4635,30,49915,30,2,3,Hydro,0.0
4636,30,49915,30,3,3,Hydro,0.0
4637,30,49920,30,0,3,Hydro,66.7
4638,30,49920,30,1,3,Hydro,66.7
4639,30,49920,30,2,3,Hydro,66.7
4640,30,49920,30,3,3,Hydro,66.7
4641,30,49921,30,0,3,Hydro,0.0
4642,30,49921,30,1,3,Hydro,0.0
4643,30,49921,30,2,3,Hydro,0.0
4644,30,49921,30,3,3,Hydro,0.0
4645,30,49922,30,0,3,Hydro,0.0
4646,30,49922,30,1,3,Hydro,25.0
4647,30,49922,30,2,3,Hydro,25.0
4648,30,49922,30,3,3,Hydro,25.0
4649,30,49923,30,0,3,Hydro,0.0
4650,30,49923,30,1,3,Hydro,0.0
4651,30,49923,30,2,3,Hydro,0.0
4652,30,49923,30,3,3,Hydro,0.0
4653,30,49924,30,0,3,Hydro,49.52
4654,30,49924,30,1,3,Hydro,46.42
4655,30,49924,30,2,3,Hydro,20.05
4656,30,49924,30,3,3,Hydro,10.45
4657,30,49925,30,0,3,Hydro,0.0
4658,30,49925,30,1,3,Hydro,0.0
4659,30,49925,30,2,3,Hydro,40.0
4660,30,49925,30,3,3,Hydro,40.0
4661,30,49927,30,0,3,Hydro,0.0
4662,30,49927,30,1,3,Hydro,0.0
4663,30,49927,30,2,3,Hydro,0.0
4664,30,49927,30,3,3,Hydro,0.0
4665,30,49928,30,0,3,Hydro,0.0
4666,30,49928,30,1,3,Hydro,0.0
4667,30,49928,30,2,3,Hydro,0.0
4668,30,49928,30,3,3,Hydro,0.0
4669,30,49929,30,0,3,Hydro,0.0
4670,30,49929,30,1,3,Hydro,0.0
4671,30,49929,30,2,3,Hydro,0.0
4672,30,49929,30,3,3,Hydro,0.0
4673,30,49930,30,0,3,Hydro,0.0
4674,30,49930,30,1,3,Hydro,0.0
4675,30,49930,30,2,3,Hydro,0.0
4676,30,49930,30,3,3,Hydro,0.0
4677,30,49931,30,0,3,Hydro,0.0
4678,30,49931,30,1,3,Hydro,0.0
4679,30,49931,30,2,3,Hydro,0.0
4680,30,49931,30,3,3,Hydro,0.0
4681,31,1,31,0,1,Thermal,0.0
4682,31,1,31,1,1,Thermal,0.0
4683,31,1,31,2,1,Thermal,0.0
4684,31,1,31,3,1,Thermal,0.0
4685,31,2,31,0,1,Thermal,0.0
4686,31,2,31,1,1,Thermal,0.0
4687,31,2,31,2,1,Thermal,0.0
4688,31,2,31,3,1,Thermal,0.0
4689,31,3,31,0,1,Thermal,76.0
4690,31,3,31,1,1,Thermal,76.0
4691,31,3,31,2,1,Thermal,76.0
4692,31,3,31,3,1,Thermal,76.0
4693,31,4,31,0,1,Thermal,76.0
4694,31,4,31,1,1,Thermal,76.0
4695,31,4,31,2,1,Thermal,76.0
4696,31,4,31,3,1,Thermal,76.0
4697,31,5,31,0,1,Thermal,0.0
4698,31,5,31,1,1,Thermal,0.0
4699,31,5,31,2,1,Thermal,0.0
4700,31,5,31,3,1,Thermal,0.0
4701,31,6,31,0,1,Thermal,0.0
4702,31,6,31,1,1,Thermal,0.0
4703,31,6,31,2,1,Thermal,0.0
4704,31,6,31,3,1,Thermal,0.0
4705,31,7,31,0,1,Thermal,76.0
4706,31,7,31,1,1,Thermal,76.0
4707,31,7,31,2,1,Thermal,76.0
4708,31,7,31,3,1,Thermal,76.0
4709,31,8,31,0,1,Thermal,76.0
4710,31,8,31,1,1,Thermal,76.0
4711,31,8,31,2,1,Thermal,76.0
4712,31,8,31,3,1,Thermal,76.0
4713,31,9,31,0,1,Thermal,0.0
4714,31,9,31,1,1,Thermal,0.0
4715,31,9,31,2,1,Thermal,0.0
4716,31,9,31,3,1,Thermal,0.0
4717,31,10,31,0,1,Thermal,0.0
4718,31,10,31,1,1,Thermal,0.0
4719,31,10,31,2,1,Thermal,0.0
4720,31,10,31,3,1,Thermal,0.0
4721,31,154,31,0,2,Wind,13.97
4722,31,154,31,1,2,Wind,13.3
4723,31,154,31,2,2,Wind,13.6
4724,31,154,31,3,2,Wind,13.8
4725,31,155,31,0,2,Wind,177.79
4726,31,155,31,1,2,Wind,173.68
4727,31,155,31,2,2,Wind,177.32
4728,31,155,31,3,2,Wind,175.87
4729,31,156,31,0,2,Wind,58.67
4730,31,156,31,1,2,Wind,44.24
4731,31,156,31,2,2,Wind,60.63
4732,31,156,31,3,2,Wind,50.68
4733,31,157,31,0,2,Wind,155.26
4734,31,157,31,1,2,Wind,144.75
4735,31,157,31,2,2,Wind,158.32
4736,31,157,31,3,2,Wind,148.38
4737,31,49900,31,0,3,Hydro,0.0
4738,31,49900,31,1,3,Hydro,0.0
4739,31,49900,31,2,3,Hydro,0.0
4740,31,49900,31,3,3,Hydro,0.0
4741,31,49901,31,0,3,Hydro,0.0
4742,31,49901,31,1,3,Hydro,0.0
4743,31,49901,31,2,3,Hydro,0.0
4744,31,49901,31,3,3,Hydro,0.0
4745,31,49902,31,0,3,Hydro,0.0
4746,31,49902,31,1,3,Hydro,0.0
4747,31,49902,31,2,3,Hydro,0.0
4748,31,49902,31,3,3,Hydro,0.0
4749,31,49903,31,0,3,Hydro,0.0
4750,31,49903,31,1,3,Hydro,0.0
4751,31,49903,31,2,3,Hydro,0.0
4752,31,49903,31,3,3,Hydro,0.0
4753,31,49904,31,0,3,Hydro,0.0
4754,31,49904,31,1,3,Hydro,0.0
4755,31,49904,31,2,3,Hydro,0.0
4756,31,49904,31,3,3,Hydro,0.0
4757,31,49905,31,0,3,Hydro,0.0
4758,31,49905,31,1,3,Hydro,0.0
4759,31,49905,31,2,3,Hydro,0.0
4760,31,49905,31,3,3,Hydro,0.0
4761,31,49906,31,0,3,Hydro,0.0
4762,31,49906,31,1,3,Hydro,0.0
4763,31,49906,31,2,3,Hydro,0.0
4764,31,49906,31,3,3,Hydro,0.0
4765,31,49907,31,0,3,Hydro,45.0
4766,31,49907,31,1,3,Hydro,45.0
4767,31,49907,31,2,3,Hydro,45.0
4768,31,49907,31,3,3,Hydro,45.0
4769,31,49908,31,0,3,Hydro,0.0
4770,31,49908,31,1,3,Hydro,0.0
4771,31,49908,31,2,3,Hydro,0.0
4772,31,49908,31,3,3,Hydro,0.0
4773,31,49911,31,0,3,Hydro,20.0
4774,31,49911,31,1,3,Hydro,20.0
4775,31,49911,31,2,3,Hydro,20.0
4776,31,49911,31,3,3,Hydro,20.0
4777,31,49912,31,0,3,Hydro,0.0
4778,31,49912,31,1,3,Hydro,0.0
4779,31,49912,31,2,3,Hydro,0.0
4780,31,49912,31,3,3,Hydro,0.0
4781,31,49913,31,0,3,Hydro,0.0
4782,31,49913,31,1,3,Hydro,0.0
4783,31,49913,31,2,3,Hydro,0.0
4784,31,49913,31,3,3,Hydro,0.0
4785,31,49914,31,0,3,Hydro,0.0
4786,31,49914,31,1,3,Hydro,0.0
4787,31,49914,31,2,3,Hydro,0.0
4788,31,49914,31,3,3,Hydro,0.0
4789,31,49915,31,0,3,Hydro,0.0
4790,31,49915,31,1,3,Hydro,0.0
4791,31,49915,31,2,3,Hydro,0.0
4792,31,49915,31,3,3,Hydro,0.0
4793,31,49920,31,0,3,Hydro,66.7
4794,31,49920,31,1,3,Hydro,66.7
4795,31,49920,31,2,3,Hydro,66.7
4796,31,49920,31,3,3,Hydro,66.7
4797,31,49921,31,0,3,Hydro,-0.0
4798,31,49921,31,1,3,Hydro,0.0
4799,31,49921,31,2,3,Hydro,0.0
4800,31,49921,31,3,3,Hydro,0.0
4801,31,49922,31,0,3,Hydro,25.0
4802,31,49922,31,1,3,Hydro,25.0
4803,31,49922,31,2,3,Hydro,25.0
4804,31,49922,31,3,3,Hydro,25.0
4805,31,49923,31,0,3,Hydro,0.0
4806,31,49923,31,1,3,Hydro,0.0
4807,31,49923,31,2,3,Hydro,0.0
4808,31,49923,31,3,3,Hydro,0.0
4809,31,49924,31,0,3,Hydro,50.45
4810,31,49924,31,1,3,Hydro,40.88
4811,31,49924,31,2,3,Hydro,44.0
4812,31,49924,31,3,3,Hydro,0.0
4813,31,49925,31,0,3,Hydro,0.0
4814,31,49925,31,1,3,Hydro,0.0
4815,31,49925,31,2,3,Hydro,40.0
4816,31,49925,31,3,3,Hydro,29.73
4817,31,49927,31,0,3,Hydro,0.0
4818,31,49927,31,1,3,Hydro,0.0
4819,31,49927,31,2,3,Hydro,0.0
4820,31,49927,31,3,3,Hydro,0.0
4821,31,49928,31,0,3,Hydro,-0.0
4822,31,49928,31,1,3,Hydro,0.0
4823,31,49928,31,2,3,Hydro,0.0
4824,31,49928,31,3,3,Hydro,0.0
4825,31,49929,31,0,3,Hydro,0.0
4826,31,49929,31,1,3,Hydro,0.0
4827,31,49929,31,2,3,Hydro,0.0
4828,31,49929,31,3,3,Hydro,0.0
4829,31,49930,31,0,3,Hydro,0.0
4830,31,49930,31,1,3,Hydro,0.0
4831,31,49930,31,2,3,Hydro,0.0
4832,31,49930,31,3,3,Hydro,0.0
4833,31,49931,31,0,3,Hydro,0.0
4834,31,49931,31,1,3,Hydro,0.0
4835,31,49931,31,2,3,Hydro,0.0
4836,31,49931,31,3,3,Hydro,0.0
4837,32,1,32,0,1,Thermal,0.0
4838,32,1,32,1,1,Thermal,0.0
4839,32,1,32,2,1,Thermal,0.0
4840,32,1,32,3,1,Thermal,0.0
4841,32,2,32,0,1,Thermal,0.0
4842,32,2,32,1,1,Thermal,0.0
4843,32,2,32,2,1,Thermal,0.0
4844,32,2,32,3,1,Thermal,0.0
4845,32,3,32,0,1,Thermal,76.0
4846,32,3,32,1,1,Thermal,76.0
4847,32,3,32,2,1,Thermal,76.0
4848,32,3,32,3,1,Thermal,76.0
4849,32,4,32,0,1,Thermal,76.0
4850,32,4,32,1,1,Thermal,76.0
4851,32,4,32,2,1,Thermal,76.0
4852,32,4,32,3,1,Thermal,76.0
4853,32,5,32,0,1,Thermal,0.0
4854,32,5,32,1,1,Thermal,0.0
4855,32,5,32,2,1,Thermal,0.0
4856,32,5,32,3,1,Thermal,0.0
4857,32,6,32,0,1,Thermal,0.0
4858,32,6,32,1,1,Thermal,0.0
4859,32,6,32,2,1,Thermal,0.0
4860,32,6,32,3,1,Thermal,0.0
4861,32,7,32,0,1,Thermal,76.0
4862,32,7,32,1,1,Thermal,76.0
4863,32,7,32,2,1,Thermal,76.0
4864,32,7,32,3,1,Thermal,76.0
4865,32,8,32,0,1,Thermal,76.0
4866,32,8,32,1,1,Thermal,76.0
4867,32,8,32,2,1,Thermal,76.0
4868,32,8,32,3,1,Thermal,70.38
4869,32,9,32,0,1,Thermal,0.0
4870,32,9,32,1,1,Thermal,0.0
4871,32,9,32,2,1,Thermal,0.0
4872,32,9,32,3,1,Thermal,0.0
4873,32,10,32,0,1,Thermal,0.0
4874,32,10,32,1,1,Thermal,0.0
4875,32,10,32,2,1,Thermal,0.0
4876,32,10,32,3,1,Thermal,0.0
4877,32,154,32,0,2,Wind,13.8
4878,32,154,32,1,2,Wind,14.01
4879,32,154,32,2,2,Wind,12.96
4880,32,154,32,3,2,Wind,14.51
4881,32,155,32,0,2,Wind,175.87
4882,32,155,32,1,2,Wind,174.41
4883,32,155,32,2,2,Wind,173.4
4884,32,155,32,3,2,Wind,177.06
4885,32,156,32,0,2,Wind,50.68
4886,32,156,32,1,2,Wind,40.74
4887,32,156,32,2,2,Wind,52.04
4888,32,156,32,3,2,Wind,45.65
4889,32,157,32,0,2,Wind,148.38
4890,32,157,32,1,2,Wind,138.44
4891,32,157,32,2,2,Wind,150.29
4892,32,157,32,3,2,Wind,142.76
4893,32,49900,32,0,3,Hydro,0.0
4894,32,49900,32,1,3,Hydro,0.0
4895,32,49900,32,2,3,Hydro,0.0
4896,32,49900,32,3,3,Hydro,0.0
4897,32,49901,32,0,3,Hydro,0.0
4898,32,49901,32,1,3,Hydro,0.0
4899,32,49901,32,2,3,Hydro,0.0
4900,32,49901,32,3,3,Hydro,0.0
4901,32,49902,32,0,3,Hydro,0.0
4902,32,49902,32,1,3,Hydro,0.0
4903,32,49902,32,2,3,Hydro,0.0
4904,32,49902,32,3,3,Hydro,0.0
4905,32,49903,32,0,3,Hydro,0.0
4906,32,49903,32,1,3,Hydro,0.0
4907,32,49903,32,2,3,Hydro,0.0
4908,32,49903,32,3,3,Hydro,0.0
4909,32,49904,32,0,3,Hydro,0.0
4910,32,49904,32,1,3,Hydro,0.0
4911,32,49904,32,2,3,Hydro,0.0
4912,32,49904,32,3,3,Hydro,0.0
4913,32,49905,32,0,3,Hydro,0.0
4914,32,49905,32,1,3,Hydro,0.0
4915,32,49905,32,2,3,Hydro,0.0
4916,32,49905,32,3,3,Hydro,0.0
4917,32,49906,32,0,3,Hydro,0.0
4918,32,49906,32,1,3,Hydro,0.0
4919,32,49906,32,2,3,Hydro,0.0
4920,32,49906,32,3,3,Hydro,0.0
4921,32,49907,32,0,3,Hydro,45.0
